epoch,tipo,segundos
275,entrenamiento,313.0
276,entrenamiento,308.0
277,entrenamiento,311.0
278,entrenamiento,311.0
279,entrenamiento,311.0
280,entrenamiento,311.0
281,entrenamiento,311.0
282,entrenamiento,311.0
283,entrenamiento,311.0
284,entrenamiento,311.0
285,entrenamiento,308.0
286,entrenamiento,311.0
287,entrenamiento,311.0
288,entrenamiento,311.0
289,entrenamiento,311.0
290,entrenamiento,311.0
291,entrenamiento,311.0
292,entrenamiento,308.0
293,entrenamiento,311.0
294,entrenamiento,309.0
295,entrenamiento,311.0
296,entrenamiento,311.0
297,entrenamiento,311.0
298,entrenamiento,311.0
299,entrenamiento,312.0
300,entrenamiento,311.0
301,entrenamiento,359.0
302,entrenamiento,315.0
303,entrenamiento,314.0
304,entrenamiento,316.0
305,entrenamiento,313.0
306,entrenamiento,313.0
307,entrenamiento,313.0
308,entrenamiento,312.0
309,entrenamiento,310.0
310,entrenamiento,314.0
311,entrenamiento,314.0
312,entrenamiento,311.0
313,entrenamiento,315.0
314,entrenamiento,315.0
315,entrenamiento,311.0
316,entrenamiento,314.0
317,entrenamiento,315.0
318,entrenamiento,312.0
319,entrenamiento,315.0
320,entrenamiento,315.0
321,entrenamiento,311.0
322,entrenamiento,312.0
323,entrenamiento,316.0
324,entrenamiento,317.0
325,entrenamiento,317.0
326,entrenamiento,317.0
327,entrenamiento,313.0
328,entrenamiento,315.0
329,entrenamiento,316.0
330,entrenamiento,312.0
331,entrenamiento,308.0
332,entrenamiento,312.0
333,entrenamiento,312.0
334,entrenamiento,312.0
335,entrenamiento,308.0
336,entrenamiento,312.0
337,entrenamiento,312.0
338,entrenamiento,312.0
339,entrenamiento,309.0
340,entrenamiento,314.0
341,entrenamiento,314.0
342,entrenamiento,311.0
343,entrenamiento,315.0
344,entrenamiento,315.0
345,entrenamiento,312.0
346,entrenamiento,315.0
347,entrenamiento,314.0
348,entrenamiento,311.0
349,entrenamiento,311.0
350,entrenamiento,308.0
351,entrenamiento,358.0
352,entrenamiento,315.0
353,entrenamiento,314.0
354,entrenamiento,311.0
355,entrenamiento,315.0
356,entrenamiento,315.0
357,entrenamiento,315.0
358,entrenamiento,316.0
359,entrenamiento,315.0
360,entrenamiento,316.0
361,entrenamiento,315.0
362,entrenamiento,308.0
363,entrenamiento,308.0
364,entrenamiento,312.0
365,entrenamiento,312.0
366,entrenamiento,308.0
367,entrenamiento,312.0
368,entrenamiento,312.0
369,entrenamiento,312.0
370,entrenamiento,308.0
371,entrenamiento,312.0
372,entrenamiento,312.0
373,entrenamiento,312.0
374,entrenamiento,308.0
375,entrenamiento,312.0
376,entrenamiento,313.0
377,entrenamiento,309.0
378,entrenamiento,312.0
379,entrenamiento,312.0
380,entrenamiento,312.0
381,entrenamiento,308.0
382,entrenamiento,312.0
383,entrenamiento,312.0
384,entrenamiento,308.0
385,entrenamiento,308.0
386,entrenamiento,312.0
387,entrenamiento,312.0
388,entrenamiento,308.0
389,entrenamiento,312.0
390,entrenamiento,312.0
391,entrenamiento,308.0
392,entrenamiento,308.0
393,entrenamiento,312.0
394,entrenamiento,312.0
395,entrenamiento,308.0
396,entrenamiento,312.0
397,entrenamiento,308.0
398,entrenamiento,312.0
399,entrenamiento,312.0
400,entrenamiento,312.0
401,entrenamiento,375.0
402,entrenamiento,315.0
403,entrenamiento,308.0
404,entrenamiento,312.0
405,entrenamiento,312.0
406,entrenamiento,308.0
407,entrenamiento,312.0
408,entrenamiento,308.0
409,entrenamiento,312.0
410,entrenamiento,312.0
411,entrenamiento,308.0
412,entrenamiento,312.0
413,entrenamiento,312.0
414,entrenamiento,308.0
415,entrenamiento,312.0
416,entrenamiento,312.0
417,entrenamiento,308.0
418,entrenamiento,312.0
419,entrenamiento,312.0
420,entrenamiento,308.0
421,entrenamiento,312.0
422,entrenamiento,312.0
423,entrenamiento,308.0
424,entrenamiento,312.0
425,entrenamiento,312.0
426,entrenamiento,308.0
427,entrenamiento,308.0
428,entrenamiento,312.0
429,entrenamiento,312.0
430,entrenamiento,308.0
431,entrenamiento,314.0
432,entrenamiento,313.0
433,entrenamiento,313.0
434,entrenamiento,309.0
435,entrenamiento,313.0
436,entrenamiento,313.0
437,entrenamiento,310.0
438,entrenamiento,314.0
439,entrenamiento,314.0
440,entrenamiento,314.0
441,entrenamiento,314.0
442,entrenamiento,314.0
443,entrenamiento,311.0
444,entrenamiento,314.0
445,entrenamiento,314.0
446,entrenamiento,311.0
447,entrenamiento,314.0
448,entrenamiento,314.0
449,entrenamiento,314.0
450,entrenamiento,309.0
451,entrenamiento,370.0
452,entrenamiento,312.0
453,entrenamiento,312.0
454,entrenamiento,312.0
455,entrenamiento,312.0
456,entrenamiento,311.0
457,entrenamiento,313.0
458,entrenamiento,314.0
459,entrenamiento,315.0
460,entrenamiento,315.0
461,entrenamiento,315.0
462,entrenamiento,316.0
463,entrenamiento,315.0
464,entrenamiento,315.0
465,entrenamiento,315.0
466,entrenamiento,315.0
467,entrenamiento,315.0
468,entrenamiento,316.0
469,entrenamiento,315.0
470,entrenamiento,313.0
471,entrenamiento,315.0
472,entrenamiento,316.0
473,entrenamiento,316.0
474,entrenamiento,312.0
475,entrenamiento,311.0
476,entrenamiento,311.0
477,entrenamiento,311.0
478,entrenamiento,311.0
479,entrenamiento,311.0
480,entrenamiento,311.0
481,entrenamiento,310.0
482,entrenamiento,315.0
483,entrenamiento,315.0
484,entrenamiento,316.0
485,entrenamiento,315.0
486,entrenamiento,316.0
487,entrenamiento,313.0
488,entrenamiento,315.0
489,entrenamiento,316.0
490,entrenamiento,317.0
491,entrenamiento,312.0
492,entrenamiento,312.0
493,entrenamiento,308.0
494,entrenamiento,312.0
495,entrenamiento,312.0
496,entrenamiento,312.0
497,entrenamiento,308.0
498,entrenamiento,312.0
499,entrenamiento,312.0
